h3_index,centroid_lat,centroid_lng,elev_m,slope_pct,hand_m,water_dist_m,building_count,is_land,elevation_score,slope_score,drainage_score,imperviousness
88757692adfffff,5.660125,-0.234645,40.0,1.312,0.0,0.0,38,1,0.4047,0.7376,1.0,0.2658
88757692b1fffff,5.636763,-0.219838,38.0,3.739,0.0,0.0,4,1,0.442,0.2521,1.0,0.1011
88757692b3fffff,5.629745,-0.217307,69.0,3.817,31.0,829.0,19,1,0.1106,0.2366,0.0,0.194
88757692b5fffff,5.639071,-0.22705,34.0,0.543,0.0,0.0,69,1,0.5168,0.8914,1.0,0.3568
88757692b7fffff,5.632054,-0.22452,37.0,3.817,0.0,0.0,21,1,0.4631,0.2366,1.0,0.2031
88757692b9fffff,5.641473,-0.215155,55.0,2.982,0.0,0.0,69,1,0.2165,0.4037,1.0,0.3568
88757692bbfffff,5.634455,-0.212624,65.0,3.22,10.0,829.0,22,1,0.1413,0.356,0.1667,0.2074
88757692bdfffff,5.643781,-0.222369,30.0,2.982,0.0,0.0,52,1,0.5881,0.4037,1.0,0.3161
88757692c1fffff,5.669647,-0.206165,41.0,1.085,0.0,0.0,109,1,0.3879,0.7829,1.0,0.4095
88757692c3fffff,5.662626,-0.203634,50.0,2.05,9.0,829.0,111,1,0.2744,0.59,0.25,0.4124
88757692c5fffff,5.671955,-0.213381,37.0,1.808,0.0,0.0,37,1,0.4631,0.6383,1.0,0.2601
88757692c7fffff,5.664934,-0.21085,33.0,2.027,0.0,0.0,138,1,0.5326,0.5946,1.0,0.4473
88757692c9fffff,5.674361,-0.201479,42.0,1.492,0.0,0.0,46,1,0.3745,0.7016,1.0,0.3008
88757692cbfffff,5.667339,-0.198948,46.0,2.532,0.0,737.0,146,1,0.3214,0.4936,1.0,0.4641
88757692cdfffff,5.676669,-0.208696,35.0,2.027,0.0,0.0,65,1,0.5005,0.5946,1.0,0.3472
88757692d1fffff,5.653297,-0.193887,114.0,5.667,70.0,1998.0,43,1,0.0148,0.0,0.0,0.2893
88757692d3fffff,5.646277,-0.191357,97.0,3.696,37.0,1678.0,127,1,0.0316,0.2608,0.0,0.4291
88757692d5fffff,5.655606,-0.201103,67.0,7.356,40.0,1344.0,0,1,0.1255,0.0,0.0,0.0316
88757692d7fffff,5.648585,-0.198572,128.0,9.905,84.0,1344.0,31,1,0.0096,0.0,0.0,0.2419
88757692d9fffff,5.658009,-0.189201,84.0,4.07,33.0,1659.0,45,1,0.0603,0.1861,0.0,0.2989
88757692dbfffff,5.650988,-0.18667,98.0,2.027,38.0,1496.0,187,1,0.0283,0.5947,0.0,0.5168
88757692ddfffff,5.660318,-0.196417,67.0,5.667,16.0,1326.0,11,1,0.1255,0.0,0.0,0.1513
88757692e1fffff,5.66955,-0.22528,39.0,1.628,0.0,0.0,3,1,0.4239,0.6744,1.0,0.0929
88757692e3fffff,5.66253,-0.222749,35.0,1.55,0.0,0.0,48,1,0.5005,0.6899,1.0,0.3056
88757692e5fffff,5.671857,-0.232495,44.0,2.266,0.0,0.0,26,1,0.3491,0.5468,1.0,0.2237
88757692e7fffff,5.664837,-0.229963,48.0,1.55,8.0,737.0,44,1,0.2917,0.6899,0.3333,0.2945
88757692e9fffff,5.674263,-0.220597,51.0,1.669,12.0,737.0,8,1,0.261,0.6661,0.0,0.1322
88757692ebfffff,5.667242,-0.218065,41.0,1.326,6.0,737.0,98,1,0.3879,0.7347,0.5,0.3932
88757692edfffff,5.67657,-0.227812,47.0,1.688,3.0,737.0,11,1,0.3046,0.6624,0.75,0.1513
8875769313fffff,5.695125,-0.266416,98.0,7.464,1.0,829.0,5,1,0.0283,0.0,0.9167,0.1092
8875769317fffff,5.69743,-0.27363,114.0,8.709,73.0,838.0,0,1,0.0148,0.0,0.0,0.0316
887576931bfffff,5.699839,-0.261736,153.0,9.524,79.0,830.0,0,1,0.001,0.0,0.0,0.0316
8875769333fffff,5.695022,-0.28552,41.0,3.341,0.0,0.0,15,1,0.3879,0.3319,1.0,0.1705
8875769337fffff,5.697327,-0.292732,60.0,2.267,13.0,829.0,20,1,0.1782,0.5466,0.0,0.1997
887576933bfffff,5.699736,-0.280842,41.0,8.709,0.0,0.0,2,1,0.3879,0.0,1.0,0.0838
8875769401fffff,5.554981,-0.177594,10.0,1.909,0.0,0.0,1112,1,0.8817,0.6183,1.0,0.9387
8875769403fffff,5.547969,-0.175066,0.0,1.223,0.0,0.0,152,1,0.9923,0.7555,1.0,0.4808
8875769405fffff,5.557291,-0.184804,26.0,2.535,10.0,736.0,868,1,0.6633,0.493,0.1667,0.8659
8875769407fffff,5.550279,-0.182277,5.0,2.535,0.0,0.0,1170,1,0.9339,0.493,1.0,0.9492
8875769409fffff,5.559683,-0.17291,17.0,2.173,7.0,736.0,767,1,0.8008,0.5654,0.4167,0.818
887576940bfffff,5.55267,-0.170383,9.0,1.223,0.0,0.0,764,1,0.8946,0.7555,1.0,0.817
887576940dfffff,5.561993,-0.180121,15.0,1.494,0.0,0.0,956,1,0.8261,0.7012,1.0,0.9047
8875769411fffff,5.538646,-0.165329,0.0,0.0,0.0,1495.0,0,0,0.0,1.0,1.0,0.0
8875769413fffff,5.531635,-0.162803,0.0,0.0,0.0,2267.0,0,0,0.0,1.0,1.0,0.0
8875769415fffff,5.540957,-0.172539,0.0,0.0,0.0,828.0,0,0,0.0,1.0,1.0,0.0
8875769417fffff,5.533947,-0.170013,0.0,0.0,0.0,1656.0,0,0,0.0,1.0,1.0,0.0
8875769419fffff,5.543347,-0.160645,0.0,0.0,0.0,1324.0,0,0,0.0,1.0,1.0,0.0
887576941bfffff,5.536335,-0.158118,0.0,0.0,0.0,2083.0,0,0,0.0,1.0,1.0,0.0
887576941dfffff,5.545658,-0.167856,0.0,1.087,0.0,828.0,0,0,0.0,0.7827,1.0,0.0
8875769421fffff,5.5549,-0.196696,25.0,1.569,0.0,736.0,187,1,0.6801,0.6861,1.0,0.5168
8875769423fffff,5.547889,-0.194168,17.0,2.053,0.0,0.0,125,1,0.8008,0.5895,1.0,0.4258
8875769425fffff,5.55721,-0.203905,31.0,1.551,17.0,1342.0,238,1,0.5704,0.6898,0.0,0.5637
8875769427fffff,5.550199,-0.201376,23.0,2.294,6.0,838.0,269,1,0.7141,0.5412,0.5,0.592
8875769429fffff,5.559601,-0.192014,36.0,2.415,0.0,0.0,284,1,0.4842,0.5171,1.0,0.6011
887576942bfffff,5.55259,-0.189486,16.0,2.415,0.0,0.0,729,1,0.8137,0.5171,1.0,0.8036
887576942dfffff,5.561911,-0.199224,38.0,1.569,2.0,838.0,230,1,0.442,0.6861,0.8333,0.5546
8875769431fffff,5.538568,-0.184431,0.0,0.362,0.0,828.0,0,0,0.0,0.9276,1.0,0.0
8875769433fffff,5.531558,-0.181904,0.0,0.0,0.0,1656.0,0,0,0.0,1.0,1.0,0.0
8875769435fffff,5.540879,-0.19164,0.0,2.053,0.0,736.0,0,0,0.0,0.5895,1.0,0.0
8875769437fffff,5.533869,-0.189113,0.0,0.0,0.0,1324.0,0,0,0.0,1.0,1.0,0.0
8875769439fffff,5.543268,-0.179749,0.0,0.604,0.0,736.0,0,0,0.0,0.8793,1.0,0.0
887576943bfffff,5.536257,-0.177222,0.0,0.0,0.0,1324.0,0,0,0.0,1.0,1.0,0.0
887576943dfffff,5.545579,-0.186959,3.0,1.67,0.0,0.0,129,1,0.9559,0.6659,1.0,0.4349
8875769441fffff,5.571399,-0.170753,27.0,2.58,0.0,0.0,288,1,0.6446,0.484,1.0,0.6049
8875769443fffff,5.564385,-0.168226,33.0,2.173,18.0,828.0,144,1,0.5326,0.5654,0.0,0.4617
8875769445fffff,5.573709,-0.177965,24.0,2.716,0.0,0.0,147,1,0.6959,0.4568,1.0,0.4679
8875769447fffff,5.566696,-0.175438,17.0,1.908,0.0,0.0,198,1,0.8008,0.6184,1.0,0.5321
8875769449fffff,5.576103,-0.166068,46.0,2.58,19.0,736.0,165,1,0.3214,0.484,0.0,0.499
887576944bfffff,5.569088,-0.163541,40.0,2.027,13.0,839.0,54,1,0.4047,0.5946,0.0,0.3204
887576944dfffff,5.578413,-0.173281,44.0,2.716,20.0,736.0,126,1,0.3491,0.4568,0.0,0.4282
8875769451fffff,5.555061,-0.158487,9.0,2.052,0.0,0.0,20,1,0.8946,0.5896,1.0,0.1997
8875769453fffff,5.548048,-0.15596,0.0,1.086,0.0,828.0,0,0,0.0,0.7827,1.0,0.0
8875769455fffff,5.557372,-0.165699,15.0,2.173,0.0,0.0,259,1,0.8261,0.5655,1.0,0.5829
8875769457fffff,5.550359,-0.163172,0.0,1.811,0.0,736.0,8,1,0.9923,0.6379,1.0,0.1322
8875769459fffff,5.559763,-0.153801,16.0,1.931,0.0,0.0,8,1,0.8137,0.6138,1.0,0.1322
887576945bfffff,5.55275,-0.151274,0.0,1.931,0.0,828.0,0,0,0.0,0.6138,1.0,0.0
887576945dfffff,5.562074,-0.161014,26.0,2.052,11.0,736.0,35,1,0.6633,0.5896,0.0833,0.2529
8875769461fffff,5.571316,-0.18986,37.0,2.028,11.0,828.0,232,1,0.4631,0.5944,0.0833,0.5565
8875769463fffff,5.564303,-0.187332,26.0,1.551,0.0,0.0,673,1,0.6633,0.6898,1.0,0.7797
8875769465fffff,5.573626,-0.197071,20.0,2.581,0.0,0.0,491,1,0.762,0.4839,1.0,0.7098
8875769467fffff,5.566613,-0.194542,39.0,2.293,3.0,828.0,288,1,0.4239,0.5413,0.75,0.6049
8875769469fffff,5.576019,-0.185177,42.0,2.293,12.0,736.0,125,1,0.3745,0.5414,0.0,0.4258
887576946bfffff,5.569006,-0.182649,23.0,2.293,0.0,0.0,382,1,0.7141,0.5414,1.0,0.658
887576946dfffff,5.578329,-0.192388,39.0,2.581,0.0,0.0,153,1,0.4239,0.4839,1.0,0.4828
8875769481fffff,5.505909,-0.159908,0.0,0.0,0.0,4969.0,0,0,0.0,1.0,1.0,0.0
8875769485fffff,5.50822,-0.167116,0.0,0.0,0.0,4507.0,0,0,0.0,1.0,1.0,0.0
8875769487fffff,5.501212,-0.164591,0.0,0.0,0.0,5327.0,0,0,0.0,1.0,1.0,0.0
8875769489fffff,5.510606,-0.155225,0.0,0.0,0.0,4699.0,0,0,0.0,1.0,1.0,0.0
887576948bfffff,5.503597,-0.152699,0.0,0.0,0.0,5520.0,0,0,0.0,1.0,1.0,0.0
887576948dfffff,5.512917,-0.162434,0.0,0.0,0.0,4141.0,0,0,0.0,1.0,1.0,0.0
88757694a1fffff,5.505835,-0.179006,0.0,0.0,0.0,4506.0,0,0,0.0,1.0,1.0,0.0
88757694a5fffff,5.508146,-0.186212,0.0,0.0,0.0,4163.0,0,0,0.0,1.0,1.0,0.0
88757694a7fffff,5.501139,-0.183686,0.0,0.0,0.0,4955.0,0,0,0.0,1.0,1.0,0.0
88757694a9fffff,5.510531,-0.174324,0.0,0.0,0.0,4140.0,0,0,0.0,1.0,1.0,0.0
88757694abfffff,5.503524,-0.171798,0.0,0.0,0.0,4955.0,0,0,0.0,1.0,1.0,0.0
88757694adfffff,5.512843,-0.181532,0.0,0.0,0.0,3689.0,0,0,0.0,1.0,1.0,0.0
88757694c1fffff,5.522313,-0.153066,0.0,0.0,0.0,3690.0,0,0,0.0,1.0,1.0,0.0
88757694c3fffff,5.515303,-0.150541,0.0,0.0,0.0,4507.0,0,0,0.0,1.0,1.0,0.0
88757694c5fffff,5.524625,-0.160276,0.0,0.0,0.0,3069.0,0,0,0.0,1.0,1.0,0.0
88757694c7fffff,5.517615,-0.15775,0.0,0.0,0.0,3881.0,0,0,0.0,1.0,1.0,0.0
88757694c9fffff,5.527012,-0.148381,0.0,0.0,0.0,3313.0,0,0,0.0,1.0,1.0,0.0
88757694cbfffff,5.520002,-0.145856,0.0,0.0,0.0,4141.0,0,0,0.0,1.0,1.0,0.0
88757694cdfffff,5.529324,-0.155592,0.0,0.0,0.0,2880.0,0,0,0.0,1.0,1.0,0.0
88757694d1fffff,5.505982,-0.140805,0.0,0.0,0.0,5798.0,0,0,0.0,1.0,1.0,0.0
88757694d5fffff,5.508294,-0.148015,0.0,0.0,0.0,5328.0,0,0,0.0,1.0,1.0,0.0
88757694d7fffff,5.501285,-0.14549,0.0,0.0,0.0,6137.0,0,0,0.0,1.0,1.0,0.0
88757694d9fffff,5.510679,-0.13612,0.0,0.0,0.0,5469.0,0,0,0.0,1.0,1.0,0.0
88757694dbfffff,5.503669,-0.133595,0.0,0.0,0.0,6247.0,0,0,0.0,1.0,1.0,0.0
88757694ddfffff,5.512991,-0.14333,0.0,0.0,0.0,4970.0,0,0,0.0,1.0,1.0,0.0
88757694e1fffff,5.522238,-0.172169,0.0,0.0,0.0,2879.0,0,0,0.0,1.0,1.0,0.0
88757694e3fffff,5.515229,-0.169642,0.0,0.0,0.0,3690.0,0,0,0.0,1.0,1.0,0.0
88757694e5fffff,5.524549,-0.179377,0.0,0.0,0.0,2484.0,0,0,0.0,1.0,1.0,0.0
88757694e7fffff,5.51754,-0.176851,0.0,0.0,0.0,3312.0,0,0,0.0,1.0,1.0,0.0
88757694e9fffff,5.526936,-0.167486,0.0,0.0,0.0,2485.0,0,0,0.0,1.0,1.0,0.0
88757694ebfffff,5.519926,-0.16496,0.0,0.0,0.0,3313.0,0,0,0.0,1.0,1.0,0.0
88757694edfffff,5.529247,-0.174695,0.0,0.0,0.0,2082.0,0,0,0.0,1.0,1.0,0.0
8875769501fffff,5.571148,-0.228058,20.0,1.909,0.0,0.0,79,1,0.762,0.6181,1.0,0.3702
8875769503fffff,5.564138,-0.225529,6.0,1.69,0.0,0.0,143,1,0.9248,0.662,1.0,0.4602
8875769505fffff,5.573457,-0.235266,36.0,2.311,17.0,828.0,49,1,0.4842,0.5379,0.0,0.3094
8875769507fffff,5.566447,-0.232736,19.0,2.052,0.0,0.0,109,1,0.7759,0.5895,1.0,0.4095
8875769509fffff,5.575851,-0.223379,15.0,2.387,0.0,736.0,149,1,0.8261,0.5227,1.0,0.4732
887576950bfffff,5.568839,-0.22085,7.0,1.551,0.0,0.0,151,1,0.9167,0.6897,1.0,0.4775
887576950dfffff,5.57816,-0.230588,35.0,2.387,15.0,828.0,138,1,0.5005,0.5227,0.0,0.4473
8875769511fffff,5.554818,-0.215792,14.0,1.223,0.0,0.0,2190,1,0.8434,0.7553,1.0,0.9885
8875769513fffff,5.547808,-0.213264,7.0,2.175,0.0,736.0,1246,1,0.9167,0.5651,1.0,0.9626
8875769515fffff,5.557128,-0.223,6.0,0.955,0.0,0.0,376,1,0.9248,0.8091,1.0,0.6542
8875769517fffff,5.550118,-0.220471,5.0,1.223,0.0,0.0,10226,1,0.9339,0.7553,1.0,1.0
8875769519fffff,5.559519,-0.211113,18.0,2.038,4.0,736.0,1059,1,0.7869,0.5923,0.6667,0.9272
887576951bfffff,5.552509,-0.208585,23.0,2.175,9.0,838.0,796,1,0.7141,0.5651,0.25,0.8319
887576951dfffff,5.561829,-0.218321,6.0,1.432,0.0,0.0,773,1,0.9248,0.7136,1.0,0.8214
8875769521fffff,5.571064,-0.247149,21.0,2.039,2.0,1676.0,417,1,0.7486,0.5922,0.8333,0.6801
8875769523fffff,5.564054,-0.244619,34.0,2.039,7.0,1323.0,910,1,0.5168,0.5922,0.4167,0.8817
8875769525fffff,5.573372,-0.254355,31.0,1.903,4.0,2484.0,1494,1,0.5704,0.6193,0.6667,0.9713
8875769527fffff,5.566363,-0.251825,30.0,1.791,3.0,1656.0,1076,1,0.5881,0.6419,0.75,0.9301
8875769529fffff,5.575766,-0.242473,36.0,2.052,17.0,1495.0,211,1,0.4842,0.5895,0.0,0.5393
887576952bfffff,5.568755,-0.239943,19.0,2.311,0.0,838.0,335,1,0.7759,0.5379,1.0,0.6312
887576952dfffff,5.578074,-0.24968,30.0,2.583,4.0,1976.0,495,1,0.5881,0.4835,0.6667,0.7117
8875769531fffff,5.554736,-0.234884,9.0,3.535,0.0,0.0,241,1,0.8946,0.293,1.0,0.5656
8875769533fffff,5.547727,-0.232355,22.0,2.447,18.0,736.0,284,1,0.7347,0.5106,0.0,0.6011
8875769535fffff,5.557045,-0.24209,19.0,1.932,0.0,735.0,197,1,0.7759,0.6136,1.0,0.5302
8875769537fffff,5.550036,-0.23956,35.0,3.535,10.0,735.0,29,1,0.5005,0.293,0.1667,0.2347
8875769539fffff,5.559437,-0.230207,7.0,1.449,0.0,0.0,633,1,0.9167,0.7102,1.0,0.7692
887576953bfffff,5.552427,-0.227678,4.0,2.447,0.0,0.0,1928,1,0.944,0.5106,1.0,0.9856
887576953dfffff,5.561746,-0.237413,17.0,2.029,0.0,736.0,408,1,0.8008,0.5942,1.0,0.6734
8875769541fffff,5.587566,-0.22123,13.0,1.931,0.0,0.0,27,1,0.8578,0.6138,1.0,0.228
8875769543fffff,5.580554,-0.2187,8.0,2.744,0.0,0.0,51,1,0.9071,0.4512,1.0,0.3132
8875769545fffff,5.589875,-0.228439,23.0,2.717,0.0,0.0,15,1,0.7141,0.4565,1.0,0.1705
8875769547fffff,5.582863,-0.225909,25.0,2.148,12.0,736.0,95,1,0.6801,0.5704,0.0,0.3898
8875769549fffff,5.592271,-0.216549,10.0,2.267,0.0,0.0,2831,1,0.8817,0.5466,1.0,0.9971
887576954bfffff,5.585258,-0.21402,27.0,2.581,0.0,0.0,238,1,0.6446,0.4838,1.0,0.5637
887576954dfffff,5.59458,-0.223759,29.0,2.267,0.0,0.0,352,1,0.6073,0.5466,1.0,0.6408
8875769551fffff,5.571233,-0.208962,20.0,1.63,0.0,0.0,664,1,0.762,0.6739,1.0,0.7739
8875769553fffff,5.564221,-0.206433,33.0,2.983,13.0,828.0,579,1,0.5326,0.4034,0.0,0.7452
8875769555fffff,5.573542,-0.216171,11.0,2.717,0.0,0.0,268,1,0.8712,0.4565,1.0,0.59
8875769557fffff,5.56653,-0.213642,8.0,2.983,0.0,0.0,1084,1,0.9071,0.4034,1.0,0.933
8875769559fffff,5.575935,-0.204281,17.0,2.717,0.0,0.0,598,1,0.8008,0.4567,1.0,0.7529
887576955bfffff,5.568923,-0.201752,25.0,1.67,5.0,736.0,671,1,0.6801,0.666,0.5833,0.7787
887576955dfffff,5.578245,-0.211491,31.0,2.744,20.0,736.0,196,1,0.5704,0.4512,0.0,0.5287
8875769561fffff,5.58748,-0.240326,43.0,2.854,21.0,736.0,36,1,0.363,0.4293,0.0,0.2557
8875769563fffff,5.580468,-0.237796,50.0,1.903,28.0,1324.0,147,1,0.2744,0.6194,0.0,0.4679
8875769565fffff,5.589788,-0.247533,38.0,1.671,12.0,736.0,412,1,0.442,0.6658,0.0,0.6767
8875769567fffff,5.582777,-0.245003,49.0,2.583,23.0,1324.0,20,1,0.2845,0.4835,0.0,0.1997
8875769569fffff,5.592184,-0.235648,22.0,2.854,0.0,0.0,47,1,0.7347,0.4293,1.0,0.3022
887576956bfffff,5.585171,-0.233118,43.0,2.717,20.0,736.0,146,1,0.363,0.4565,0.0,0.4641
887576956dfffff,5.594492,-0.242856,26.0,2.31,0.0,0.0,74,1,0.6633,0.538,1.0,0.3659
8875769581fffff,5.522085,-0.210358,0.0,0.0,0.0,1495.0,0,0,0.0,1.0,1.0,0.0
8875769583fffff,5.515078,-0.207831,0.0,0.0,0.0,2266.0,0,0,0.0,1.0,1.0,0.0
8875769585fffff,5.524395,-0.217564,0.0,0.242,0.0,828.0,0,0,0.0,0.9517,1.0,0.0
8875769587fffff,5.517388,-0.215036,0.0,0.0,0.0,1656.0,0,0,0.0,1.0,1.0,0.0
8875769589fffff,5.526782,-0.20568,0.0,0.0,0.0,1676.0,0,0,0.0,1.0,1.0,0.0
887576958bfffff,5.519775,-0.203152,0.0,0.0,0.0,2277.0,0,0,0.0,1.0,1.0,0.0
887576958dfffff,5.529092,-0.212886,0.0,0.845,0.0,838.0,40,1,0.9923,0.8309,1.0,0.2763
8875769591fffff,5.505761,-0.198098,0.0,0.0,0.0,3749.0,0,0,0.0,1.0,1.0,0.0
8875769595fffff,5.508071,-0.205303,0.0,0.0,0.0,3067.0,0,0,0.0,1.0,1.0,0.0
8875769597fffff,5.501065,-0.202776,0.0,0.0,0.0,3880.0,0,0,0.0,1.0,1.0,0.0
8875769599fffff,5.510457,-0.193419,0.0,0.0,0.0,3760.0,0,0,0.0,1.0,1.0,0.0
887576959bfffff,5.50345,-0.190892,0.0,0.0,0.0,4484.0,0,0,0.0,1.0,1.0,0.0
887576959dfffff,5.512767,-0.200625,0.0,0.0,0.0,2989.0,0,0,0.0,1.0,1.0,0.0
88757695a1fffff,5.522007,-0.229445,0.0,1.691,0.0,1471.0,0,0,0.0,0.6618,1.0,0.0
88757695a3fffff,5.515001,-0.226917,0.0,0.0,0.0,1974.0,0,0,0.0,1.0,1.0,0.0
88757695a5fffff,5.524317,-0.236649,0.0,2.174,0.0,838.0,836,1,0.9923,0.5651,1.0,0.8525
88757695a7fffff,5.517311,-0.234121,0.0,0.0,0.0,1494.0,0,0,0.0,1.0,1.0,0.0
88757695a9fffff,5.526704,-0.224769,0.0,1.671,0.0,735.0,211,1,0.9923,0.6658,1.0,0.5393
88757695abfffff,5.519698,-0.222241,0.0,0.0,0.0,1323.0,0,0,0.0,1.0,1.0,0.0
88757695adfffff,5.529014,-0.231974,14.0,1.904,1.0,1341.0,1086,1,0.8434,0.6192,0.9167,0.9344
88757695b1fffff,5.505686,-0.217185,0.0,0.0,0.0,2878.0,0,0,0.0,1.0,1.0,0.0
88757695b5fffff,5.507996,-0.224389,0.0,0.0,0.0,2646.0,0,0,0.0,1.0,1.0,0.0
88757695b7fffff,5.500991,-0.221861,0.0,0.0,0.0,3387.0,0,0,0.0,1.0,1.0,0.0
88757695b9fffff,5.510382,-0.212508,0.0,0.0,0.0,2484.0,0,0,0.0,1.0,1.0,0.0
88757695bbfffff,5.503376,-0.209981,0.0,0.0,0.0,3311.0,0,0,0.0,1.0,1.0,0.0
88757695bdfffff,5.512692,-0.219713,0.0,0.0,0.0,2081.0,0,0,0.0,1.0,1.0,0.0
88757695c1fffff,5.538489,-0.203528,0.0,1.79,0.0,1472.0,105,1,0.9923,0.642,1.0,0.3999
88757695c3fffff,5.53148,-0.201001,0.0,0.0,0.0,1975.0,0,0,0.0,1.0,1.0,0.0
88757695c5fffff,5.540799,-0.210736,15.0,1.812,3.0,838.0,1525,1,0.8261,0.6377,0.75,0.9722
88757695c7fffff,5.53379,-0.208208,0.0,1.812,0.0,1342.0,182,1,0.9923,0.6377,1.0,0.5125
88757695c9fffff,5.543189,-0.198848,4.0,2.294,0.0,736.0,340,1,0.944,0.5412,1.0,0.6322
88757695cbfffff,5.536179,-0.196321,0.0,0.483,0.0,1324.0,0,0,0.0,0.9034,1.0,0.0
88757695cdfffff,5.545499,-0.206056,12.0,1.495,0.0,1342.0,525,1,0.8649,0.701,1.0,0.7217
88757695d1fffff,5.522162,-0.191266,0.0,0.0,0.0,2647.0,0,0,0.0,1.0,1.0,0.0
88757695d3fffff,5.515153,-0.188739,0.0,0.0,0.0,3389.0,0,0,0.0,1.0,1.0,0.0
88757695d5fffff,5.524472,-0.198473,0.0,0.0,0.0,2514.0,0,0,0.0,1.0,1.0,0.0
88757695d7fffff,5.517464,-0.195946,0.0,0.0,0.0,3089.0,0,0,0.0,1.0,1.0,0.0
88757695d9fffff,5.52686,-0.186585,0.0,0.0,0.0,2082.0,0,0,0.0,1.0,1.0,0.0
88757695dbfffff,5.519851,-0.184059,0.0,0.0,0.0,2879.0,0,0,0.0,1.0,1.0,0.0
88757695ddfffff,5.52917,-0.193793,0.0,0.0,0.0,1975.0,0,0,0.0,1.0,1.0,0.0
88757695e1fffff,5.53841,-0.22262,8.0,0.725,0.0,0.0,306,1,0.9071,0.8551,1.0,0.613
88757695e3fffff,5.531402,-0.220092,2.0,1.313,0.0,0.0,132,1,0.9665,0.7374,1.0,0.4387
88757695e5fffff,5.540719,-0.229826,14.0,1.36,10.0,736.0,171,1,0.8434,0.7281,0.1667,0.5048
88757695e7fffff,5.533712,-0.227297,13.0,1.57,5.0,735.0,1906,1,0.8578,0.6859,0.5833,0.9837
88757695e9fffff,5.543109,-0.217942,12.0,0.955,0.0,0.0,2744,1,0.8649,0.809,1.0,0.9952
88757695ebfffff,5.5361,-0.215414,7.0,1.088,5.0,736.0,1221,1,0.9167,0.7825,0.5833,0.9588
88757695edfffff,5.545418,-0.225149,4.0,2.148,0.0,0.0,7464,1,0.944,0.5703,1.0,0.999
8875769601fffff,5.587907,-0.144793,25.0,1.788,0.0,0.0,591,1,0.6801,0.6424,1.0,0.7495
8875769603fffff,5.580891,-0.142266,18.0,1.669,7.0,737.0,834,1,0.7869,0.6662,0.4167,0.8515
8875769605fffff,5.590218,-0.152008,25.0,2.623,0.0,0.0,326,1,0.6801,0.4754,1.0,0.6264
8875769607fffff,5.583202,-0.149481,22.0,2.027,0.0,0.0,145,1,0.7347,0.5946,1.0,0.4626
8875769609fffff,5.592614,-0.140104,28.0,2.172,0.0,0.0,368,1,0.626,0.5657,1.0,0.6523
887576960bfffff,5.585596,-0.137577,10.0,2.172,0.0,0.0,957,1,0.8817,0.5657,1.0,0.9061
887576960dfffff,5.594925,-0.14732,29.0,2.654,0.0,0.0,160,1,0.6073,0.4692,1.0,0.4947
8875769611fffff,5.571563,-0.132524,4.0,1.43,0.0,0.0,428,1,0.944,0.7139,1.0,0.6849
8875769613fffff,5.564547,-0.129998,4.0,1.629,4.0,737.0,6,1,0.944,0.6743,0.6667,0.1169
8875769615fffff,5.573874,-0.139739,10.0,0.965,0.0,0.0,715,1,0.8817,0.8069,1.0,0.7989
8875769617fffff,5.566859,-0.137213,8.0,0.965,0.0,0.0,82,1,0.9071,0.8069,1.0,0.3726
8875769619fffff,5.576268,-0.127835,12.0,1.192,0.0,0.0,356,1,0.8649,0.7616,1.0,0.6442
887576961bfffff,5.569251,-0.125308,16.0,1.931,4.0,829.0,149,1,0.8137,0.6139,0.6667,0.4732
887576961dfffff,5.578579,-0.135051,4.0,1.669,0.0,0.0,780,1,0.944,0.6662,1.0,0.8252
8875769621fffff,5.587823,-0.16391,38.0,1.569,0.0,0.0,141,1,0.442,0.6863,1.0,0.4555
8875769623fffff,5.580807,-0.161382,29.0,2.308,0.0,0.0,164,1,0.6073,0.5384,1.0,0.4976
8875769625fffff,5.590133,-0.171124,50.0,1.448,0.0,737.0,61,1,0.2744,0.7104,1.0,0.3348
8875769627fffff,5.583118,-0.168596,48.0,2.266,10.0,737.0,248,1,0.2917,0.5469,0.1667,0.5733
8875769629fffff,5.592529,-0.159223,47.0,2.623,0.0,0.0,190,1,0.3046,0.4754,1.0,0.5216
887576962bfffff,5.585512,-0.156696,39.0,2.027,10.0,737.0,257,1,0.4239,0.5946,0.1667,0.5814
887576962dfffff,5.594839,-0.166438,51.0,1.569,13.0,829.0,41,1,0.261,0.6863,0.0,0.2816
8875769631fffff,5.571481,-0.151641,14.0,2.385,3.0,737.0,11,1,0.8434,0.5231,0.75,0.1513
8875769633fffff,5.564466,-0.149114,9.0,1.669,0.0,0.0,29,1,0.8946,0.6661,1.0,0.2347
8875769635fffff,5.573792,-0.158855,34.0,2.385,6.0,737.0,250,1,0.5168,0.5231,0.5,0.5757
8875769637fffff,5.566777,-0.156328,23.0,2.027,7.0,829.0,1,1,0.7141,0.5946,0.4167,0.0709
8875769639fffff,5.576186,-0.146954,11.0,2.027,0.0,0.0,229,1,0.8712,0.5946,1.0,0.5532
887576963bfffff,5.56917,-0.144427,7.0,0.835,0.0,0.0,38,1,0.9167,0.8331,1.0,0.2658
887576963dfffff,5.578497,-0.154168,28.0,2.027,0.0,0.0,164,1,0.626,0.5946,1.0,0.4976
8875769641fffff,5.604339,-0.137942,28.0,1.628,0.0,737.0,593,1,0.626,0.6745,1.0,0.751
